type,duration,gross,country,budget,year
Residential,112,39235088.0,USA,23000000.0,2000
Residential,97,27338033.0,USA,23000000.0,2001
Residential,126,25556065.0,USA,23000000.0,2013
Residential,106,15785632.0,UK,23000000.0,2016
Residential,97,21973182.0,USA,23000000.0,2001
Residential,100,4756.0,UK,25000000.0,2013
Residential,114,18653615.0,USA,23000000.0,1999
Residential,101,12189514.0,USA,23000000.0,2004
Residential,88,13019253.0,USA,23000000.0,2000
Residential,93,18934858.0,Ireland,23000000.0,2011
Residential,92,20763013.0,USA,23000000.0,1987
Residential,98,12782508.0,USA,23000000.0,1996
Residential,94,11508423.0,USA,23000000.0,2008
Residential,102,10660147.0,UK,23000000.0,1999
Residential,98,7434726.0,USA,23000000.0,1991
Residential,111,6109075.0,France,19430000.0,2009
Residential,100,2708188.0,UK,23000000.0,2009
Residential,141,16123851.0,USA,23000000.0,2004
Residential,114,71975611.0,USA,25000000.0,2007
Residential,96,38119483.0,USA,22700000.0,1987
Residential,111,4190530.0,Australia,22500000.0,2014
Residential,127,217631306.0,USA,22000000.0,1990
Residential,107,176483808.0,USA,23000000.0,1998
Residential,97,144833357.0,USA,22000000.0,1994
Residential,127,75597042.0,USA,20000000.0,2002
Residential,110,90636983.0,USA,22000000.0,2007
Residential,135,70960517.0,USA,35000000.0,1995
Residential,84,55762229.0,USA,22000000.0,2001
Residential,122,54235441.0,USA,22000000.0,2014
Residential,114,50728000.0,USA,22000000.0,1995
Residential,132,40270895.0,USA,22000000.0,2001
Residential,170,59696176.0,USA,22000000.0,2014
Residential,133,51483949.0,UK,22000000.0,2003
Residential,112,36020063.0,USA,22000000.0,2005
Residential,108,33313582.0,USA,21000000.0,2009
Residential,115,25842000.0,UK,22000000.0,1993
Residential,83,22264487.0,USA,22000000.0,2005
Residential,105,30659817.0,USA,26000000.0,2013
Residential,110,5773519.0,USA,40000000.0,2015
Residential,96,19351569.0,USA,22000000.0,2001
Residential,94,49002815.0,USA,22000000.0,2012
Residential,142,19283782.0,USA,22000000.0,1999
Residential,104,30059386.0,USA,22000000.0,2001
Residential,136,35799026.0,USA,126000000.0,2005
Residential,106,17951431.0,USA,30000000.0,2001
Residential,106,29997095.0,UK,22000000.0,2016
Residential,98,14252830.0,Canada,22000000.0,2001
Residential,100,19783777.0,USA,22000000.0,2013
Residential,95,13555988.0,Germany,22000000.0,2000
Residential,107,12784713.0,USA,22000000.0,2004
Residential,104,10696210.0,USA,23500000.0,1993
Residential,104,5974653.0,USA,22000000.0,2001
Residential,143,5000000.0,USA,25000000.0,1970
Residential,77,9694105.0,USA,22000000.0,1999
Residential,96,16027866.0,France,25000000.0,2015
Residential,145,4398392.0,Netherlands,21000000.0,2006
Residential,116,1050445.0,France,22000000.0,2005
Residential,100,13746550.0,USA,2000000.0,2012
Residential,104,20668843.0,USA,22000000.0,2008
Residential,92,2963012.0,UK,22000000.0,2014
Residential,105,1796024.0,USA,22000000.0,2010
Residential,120,634277.0,France,16000000.0,2007
Residential,116,11326836.0,USA,22000000.0,2013
Residential,119,49024969.0,USA,25000000.0,2007
Residential,101,22294341.0,USA,21500000.0,1996
Residential,117,24362501.0,USA,21500000.0,1999
Residential,112,16684352.0,USA,17000000.0,2012
Residential,136,46700000.0,USA,21000000.0,1982
Residential,81,52008288.0,USA,21000000.0,1999
Residential,87,8579684.0,USA,9000000.0,2007
Residential,96,42660000.0,USA,17000000.0,1993
Residential,106,40219708.0,USA,21000000.0,2001
Residential,122,132088910.0,USA,21000000.0,2012
Residential,123,36581633.0,Germany,21000000.0,2007
Residential,92,25296447.0,France,21000000.0,2002
Residential,110,24848292.0,USA,20000000.0,2008
Industrial,104,17757087.0,USA,21000000.0,1999
Residential,98,9430988.0,USA,17000000.0,2009
Residential,120,16284360.0,USA,21000000.0,2008
Residential,112,6830957.0,USA,21000000.0,2002
Residential,127,24104113.0,France,20000000.0,2011
Residential,102,15593.0,USA,21000000.0,1999
Residential,91,958319.0,USA,21000000.0,2011
Residential,114,69700000.0,USA,35000000.0,1982
Residential,115,2840417.0,Canada,31000000.0,1999
Residential,115,242374454.0,USA,18000000.0,1981
Residential,120,173585516.0,USA,18000000.0,1992
Residential,135,128300000.0,USA,19400870.0,1977
Residential,90,20259297.0,USA,20000000.0,2006
Residential,100,153665036.0,USA,28000000.0,1987
Residential,105,132541238.0,USA,33000000.0,2003
Residential,138,130727000.0,USA,19000000.0,1991
Residential,94,121697350.0,USA,20000000.0,1992
Residential,101,117224271.0,USA,20000000.0,2010
Residential,131,102922376.0,USA,20000000.0,1978
Residential,91,94497271.0,USA,20000000.0,2008
Residential,112,137387272.0,USA,20000000.0,2013
Residential,95,82301521.0,USA,32000000.0,2005
Residential,100,84518155.0,USA,20000000.0,2014
Residential,105,80050171.0,USA,20000000.0,2007
Residential,108,81257845.0,USA,35000000.0,2003
Residential,101,70360285.0,USA,18000000.0,1995
Residential,114,12831121.0,USA,30000000.0,2004
Residential,109,69148997.0,USA,37000000.0,2004
Residential,115,82624961.0,USA,20000000.0,2011
Industrial,117,67325559.0,USA,20000000.0,2003
Residential,107,62933793.0,USA,20000000.0,2010
Residential,134,56667870.0,USA,20000000.0,2013
Residential,118,56398162.0,USA,20000000.0,2002
Residential,121,60072596.0,USA,20000000.0,2010
Residential,105,56362352.0,USA,20000000.0,1990
Residential,110,56154094.0,UK,20000000.0,2016
Residential,114,65623128.0,USA,20000000.0,2012
Residential,100,55461307.0,USA,20000000.0,2016
Residential,85,48546578.0,USA,20000000.0,2006
Residential,72,48423368.0,USA,20000000.0,2002
Residential,128,52066000.0,UK,20000000.0,2014
Residential,72,47887943.0,USA,20000000.0,2003
Residential,89,46363118.0,USA,20000000.0,2005
Residential,96,47852604.0,USA,20000000.0,2007
Residential,77,45542421.0,USA,30000000.0,2000
Residential,111,42652003.0,USA,20000000.0,2015
Residential,93,39737645.0,USA,20000000.0,2007
Residential,129,37567440.0,USA,20000000.0,1982
Residential,128,44988180.0,USA,20000000.0,2015
Residential,110,39263506.0,USA,22000000.0,2008
Residential,137,39143839.0,USA,20000000.0,2006
Residential,124,37672350.0,USA,20000000.0,1998
Residential,93,38037513.0,USA,20000000.0,1991
Residential,115,37442180.0,USA,20000000.0,2006
Residential,105,35596227.0,USA,20000000.0,2010
Residential,127,35422828.0,USA,20000000.0,1997
Residential,82,36658108.0,USA,20000000.0,2010
Residential,143,34300771.0,France,25000000.0,2006
Residential,103,34290142.0,USA,19800000.0,2014
Residential,104,33422556.0,USA,20000000.0,2008
Residential,98,32774834.0,USA,30000000.0,2004
Residential,92,34334256.0,USA,11000000.0,2013
Residential,123,32051917.0,USA,20000000.0,1995
Residential,88,32014289.0,USA,20000000.0,2013
Residential,128,31838002.0,USA,20000000.0,2008
Residential,107,36874745.0,USA,20000000.0,2016
Residential,91,30079316.0,USA,35000000.0,2002
Residential,90,35033759.0,USA,19000000.0,2011
Residential,115,29753944.0,USA,20000000.0,1998
Residential,113,31146570.0,USA,20000000.0,2010
Residential,113,27277055.0,UK,20000000.0,2000
Residential,87,26876529.0,Japan,27000000.0,2008
Residential,101,53146000.0,USA,20000000.0,1996
Residential,111,30028592.0,UK,20000000.0,2008
Residential,108,34126138.0,USA,20000000.0,2004
Residential,105,25677801.0,USA,20000000.0,2010
Residential,109,26415649.0,USA,20000000.0,2008
Residential,109,26003149.0,UK,20000000.0,2013
Residential,99,25584685.0,USA,20000000.0,2007
Residential,98,29975979.0,Australia,20000000.0,2009
Residential,104,31584722.0,USA,20000000.0,2010
Residential,109,23179303.0,Hungary,20000000.0,2011
Residential,75,23078294.0,USA,9000000.0,2006
Residential,119,21413105.0,Australia,20000000.0,1990
Residential,90,25077977.0,USA,20000000.0,2010
Residential,97,23292105.0,USA,20000000.0,2006
Residential,89,20916309.0,USA,40000000.0,2009
Residential,106,21200000.0,USA,20000000.0,1995
Residential,96,28876924.0,USA,20000000.0,2016
Residential,104,20241395.0,USA,20000000.0,1998
Industrial,108,32000000.0,USA,806947.0,1960
Residential,112,19151864.0,USA,40000000.0,2008
Residential,104,23393765.0,USA,20000000.0,2014
Residential,113,18882880.0,USA,20000000.0,2007
Residential,98,8500000.0,USA,20000000.0,1981
Residential,114,18252684.0,USA,30000000.0,1998
Residential,124,19661987.0,USA,20000000.0,2007
Residential,148,18352454.0,USA,15000000.0,2007
Residential,108,17803796.0,USA,20000000.0,2006
Residential,95,17529157.0,France,20000000.0,2012
Residential,108,25753840.0,USA,19000000.0,1996
Residential,68,18081626.0,USA,20000000.0,2005
Residential,103,17518220.0,USA,20000000.0,1995
Residential,99,17104669.0,Hong Kong,20000000.0,2004
Residential,88,16988996.0,USA,35000000.0,2002
Residential,128,15797907.0,USA,20000000.0,2007
Residential,124,16248701.0,USA,20000000.0,2003
Residential,84,15712072.0,USA,20000000.0,2004
Residential,122,191449475.0,USA,37000000.0,2008
Residential,101,15408822.0,USA,20000000.0,2003
Residential,98,15464026.0,USA,20000000.0,2000
Residential,225,8000000.0,USA,20000000.0,1965
Residential,88,14174654.0,USA,25000000.0,2008
Residential,88,15988876.0,USA,27000000.0,2009
Residential,94,13801755.0,USA,20000000.0,1997
Residential,117,13987482.0,USA,20000000.0,2011
Residential,95,14291570.0,France,20000000.0,2012
Residential,99,12181484.0,USA,40000000.0,2004
Residential,96,13630226.0,USA,20000000.0,2009
Residential,98,13383737.0,USA,20000000.0,1994
Residential,123,13391174.0,USA,20000000.0,2006
Residential,101,12987647.0,UK,30000000.0,2002
Residential,102,12469811.0,USA,22000000.0,2005
Industrial,94,12398628.0,USA,20000000.0,2002
Residential,102,13214030.0,USA,20000000.0,2008
Residential,108,12232937.0,USA,22000000.0,2009
Residential,116,12134420.0,UK,20000000.0,2010
Residential,93,11784000.0,USA,20000000.0,1994
Residential,102,11169531.0,UK,20000000.0,2008
Residential,103,11034436.0,UK,20000000.0,2005
Residential,115,12626905.0,USA,20000000.0,2016
Residential,96,10569071.0,USA,20000000.0,1997
Residential,98,10544143.0,Australia,20000000.0,1999
Residential,101,13650738.0,USA,20000000.0,2015
Residential,106,10555348.0,USA,20000000.0,1989
Residential,101,9714482.0,USA,20000000.0,1996
Residential,87,8579684.0,USA,9000000.0,2007
Residential,111,9525276.0,USA,20000000.0,2007
Residential,99,8855646.0,USA,21000000.0,2009
Residential,88,9109322.0,Germany,20000000.0,2004
Residential,83,8326035.0,Germany,33000000.0,2005
Residential,91,8104069.0,USA,20000000.0,2007
Residential,108,8054280.0,USA,20000000.0,2004
Residential,148,8093318.0,USA,20000000.0,2014
Residential,77,7382993.0,USA,20000000.0,2006
Residential,110,8888355.0,USA,20000000.0,2013
Residential,83,7001720.0,USA,12000000.0,2008
Residential,107,7268659.0,Russia,20000000.0,2013
Residential,100,6852144.0,Canada,22000000.0,2003
Residential,87,6563357.0,USA,20000000.0,2008
Residential,154,6201757.0,UK,10000000.0,1999
Residential,106,6420319.0,Mexico,20000000.0,2015
Residential,99,5702083.0,UK,15000000.0,2011
Residential,100,5480996.0,USA,8700000.0,2006
Residential,116,6002756.0,USA,20000000.0,2012
Residential,94,5132655.0,Canada,20000000.0,2005
Residential,111,5205343.0,USA,20000000.0,2009
Residential,100,5005883.0,USA,20000000.0,2004
Residential,125,5749134.0,USA,20000000.0,2014
Residential,119,4234040.0,USA,20000000.0,2008
Industrial,135,4001121.0,USA,20000000.0,2007
Residential,93,3749061.0,USA,20000000.0,2012
Residential,114,3519627.0,USA,20000000.0,2008
Residential,124,3081925.0,USA,21000000.0,2008
Residential,134,2298191.0,Japan,2400000000.0,1997
Industrial,114,2353728.0,France,20000000.0,2003
Residential,124,2000000.0,USA,20000000.0,1980
Residential,104,1900725.0,Australia,2000000.0,2005
Residential,118,2246000.0,USA,20000000.0,2015
Residential,80,1646664.0,USA,20000000.0,2003
Residential,107,1190018.0,USA,20000000.0,2002
Residential,125,1027749.0,Australia,40000000.0,2008
Residential,115,882710.0,USA,24000000.0,2000
Residential,88,1064277.0,USA,20000000.0,2012
Residential,122,531009.0,USA,10000000.0,2015
Residential,103,410388.0,Japan,2127519898.0,2004
Residential,101,375474.0,USA,20000000.0,2005
Residential,107,305070.0,USA,20000000.0,1994
Residential,118,146072.0,France,140000000.0,1998
Residential,107,1183354.0,USA,20000000.0,2010
Residential,100,121972.0,USA,22000000.0,2002
Residential,110,263365.0,USA,20000000.0,2010
Residential,125,8047690.0,China,19400000.0,2006
Residential,184,476270.0,Germany,20000000.0,2008
Residential,236,184208848.0,USA,22000000.0,1990
Residential,97,100292856.0,USA,20000000.0,2011
Residential,113,58571513.0,USA,19000000.0,1989
Residential,95,51431160.0,USA,20000000.0,2004
Residential,103,103001286.0,USA,15000000.0,1996
Residential,91,41867960.0,USA,20000000.0,2001
Residential,116,210609762.0,USA,19000000.0,1985
Residential,93,40846082.0,USA,19000000.0,1999
Residential,113,51697449.0,USA,13000000.0,2009
Residential,101,27758465.0,USA,19000000.0,2010
Residential,95,56127162.0,USA,18000000.0,2003
Residential,109,1357042.0,Belgium,15000000.0,2011
Residential,85,15911333.0,UK,19000000.0,2000
Residential,101,39103378.0,USA,20000000.0,2010
Residential,125,10049886.0,Japan,19000000.0,2001
Residential,132,8600000.0,UK,25000000.0,1984
Residential,131,21483154.0,USA,19000000.0,2013
Residential,129,8396942.0,USA,19000000.0,2008
Residential,100,12561.0,USA,19000000.0,2010
Residential,97,6923891.0,USA,23000000.0,2011
Residential,92,2119994.0,USA,19000000.0,1993
Residential,116,1292527.0,France,19000000.0,1996
Residential,90,64255243.0,USA,19000000.0,2005
Residential,81,22245861.0,USA,19000000.0,2002
Industrial,97,20433940.0,Canada,15000000.0,2005
Residential,118,10562387.0,USA,18500000.0,1998
Residential,100,18439082.0,USA,18500000.0,2009
Residential,97,150056505.0,USA,18000000.0,2014
Residential,114,119938730.0,USA,18000000.0,1994
Residential,130,114968774.0,USA,18000000.0,1988
Residential,82,128505958.0,USA,18000000.0,2006
Residential,96,95001351.0,USA,18000000.0,2001
Residential,105,76400000.0,USA,17000000.0,1984
Residential,122,75072454.0,USA,20000000.0,2005
Residential,88,65535067.0,USA,17000000.0,1999
Residential,110,13998282.0,USA,16000000.0,2014
Residential,103,6061759.0,USA,17000000.0,2005
Industrial,106,64955956.0,USA,18000000.0,2004
Residential,98,60057639.0,USA,18000000.0,2003
Residential,68,53868030.0,USA,17000000.0,1997
Residential,94,59573085.0,USA,18000000.0,2016
Residential,99,52691009.0,USA,21000000.0,2011
Residential,107,59735548.0,USA,15000000.0,1987
Residential,180,51600000.0,USA,18000000.0,1984
Residential,89,43818159.0,USA,20000000.0,2008
Residential,97,86049418.0,USA,17000000.0,2004
Residential,113,43601508.0,USA,18000000.0,2003
Residential,131,41300105.0,UK,19800000.0,2001
Residential,103,41382841.0,USA,18000000.0,1986
Residential,119,42335698.0,USA,18000000.0,2014
Residential,98,33404871.0,USA,18000000.0,2013
Residential,111,31471430.0,USA,15000000.0,2006
Residential,94,30222640.0,USA,25000000.0,2003
Residential,122,26830000.0,USA,18000000.0,1989
Residential,81,26906039.0,USA,18000000.0,1996
Residential,89,21378000.0,USA,1000000.0,1980
Residential,106,43853424.0,USA,18000000.0,2011
Residential,86,23993605.0,USA,18000000.0,2009
Residential,103,26400000.0,USA,18000000.0,1984
Industrial,121,45250.0,USA,18000000.0,1980
Residential,109,22927390.0,USA,18000000.0,2009
Residential,109,4250320.0,USA,18000000.0,1985
Residential,123,22452209.0,USA,18000000.0,2009
Residential,94,18329466.0,USA,18000000.0,2010
Residential,94,17071230.0,USA,18000000.0,2000
Residential,115,17174870.0,USA,18000000.0,2000
Residential,107,26284475.0,USA,17000000.0,2015
Residential,91,16702864.0,USA,18000000.0,2004
Residential,125,15561627.0,USA,18000000.0,2001
Residential,122,17750583.0,UK,30000000.0,2015
Residential,102,14793904.0,Canada,18000000.0,2009
Residential,90,15281286.0,USA,18000000.0,2009
Residential,98,8000000.0,USA,18000000.0,1981
Residential,109,13491653.0,USA,18000000.0,2001
Residential,90,10494494.0,USA,18000000.0,2013
Residential,112,7837632.0,USA,18000000.0,1997
Residential,94,15155772.0,USA,18000000.0,2014
Residential,105,8508843.0,USA,18000000.0,1989
Residential,104,7739049.0,Canada,18000000.0,2004
Residential,112,6734844.0,USA,17000000.0,1986
Residential,108,6000000.0,USA,18000000.0,1981
Residential,112,6615578.0,Germany,13000000.0,2009
Industrial,127,5887457.0,USA,18000000.0,1994
Residential,111,13362308.0,USA,18000000.0,2013
Residential,126,5701643.0,Russia,20000000.0,2007
Residential,114,5694401.0,UK,18000000.0,2008
Residential,99,5333658.0,USA,20000000.0,1982
Residential,150,4414535.0,UK,18000000.0,1996
Residential,112,3707794.0,Greece,18000000.0,2016
Residential,108,3203044.0,USA,18000000.0,2003
Residential,116,4435083.0,Australia,18000000.0,2013
Industrial,144,2222647.0,Germany,12000000.0,2009
Residential,93,3500000.0,USA,2700000.0,1986
Residential,103,676698.0,USA,18000000.0,2002
Residential,121,229311.0,Spain,11350000.0,1999
Residential,105,63260.0,France,14000000.0,2006
Residential,119,121463226.0,USA,20000000.0,2007
Residential,98,58006147.0,USA,23000000.0,2008
Residential,80,51053787.0,USA,17500000.0,2005
Residential,121,23472900.0,UK,17500000.0,2004
Residential,94,39687528.0,France,24000000.0,2007
Residential,93,7017178.0,USA,17500000.0,2013
Residential,116,325491.0,USA,17500000.0,2002
Residential,101,96471845.0,USA,17000000.0,2001
Residential,154,85200000.0,USA,18500000.0,1986
Residential,170,72000000.0,USA,17000000.0,1964
Residential,99,72219395.0,USA,17000000.0,1997
Residential,104,82389560.0,USA,17000000.0,2014
Residential,126,71502303.0,USA,12000000.0,2004
Residential,110,19179969.0,USA,17500000.0,2006
Residential,101,47000000.0,USA,300000.0,1978
Industrial,80,84961.0,China,31000000.0,2002
Residential,87,37566230.0,USA,17000000.0,2003
Residential,123,70492685.0,USA,17000000.0,2013
Residential,109,35635046.0,UK,17000000.0,2006
Residential,90,45670855.0,Canada,20000000.0,2010
Residential,96,37939782.0,USA,17000000.0,2002
Residential,125,172051787.0,USA,170000000.0,2010
Residential,82,30324946.0,USA,17000000.0,1998
Residential,86,27854896.0,USA,17000000.0,2011
Residential,108,41777564.0,USA,15000000.0,2006
Residential,98,22734486.0,USA,17000000.0,2003
Residential,129,44469602.0,USA,17000000.0,2015
Residential,112,64998368.0,USA,17000000.0,2012
Residential,108,19693891.0,USA,34000000.0,2001
Residential,121,16311763.0,UK,17000000.0,1998
Residential,89,12693621.0,USA,17000000.0,2002
Residential,89,15655665.0,USA,4000000.0,2006
Residential,73,11634458.0,USA,17000000.0,1999
Residential,132,27154426.0,USA,17000000.0,2009
Residential,96,54239856.0,USA,17000000.0,2013
Residential,98,8662318.0,USA,17000000.0,2009
Residential,107,7156725.0,USA,19000000.0,2006
Residential,134,15681020.0,UK,17000000.0,1987
Residential,122,6855137.0,Germany,17000000.0,2006
Residential,97,2315683.0,UK,17000000.0,1986
Residential,110,39825798.0,USA,16000000.0,2006
Residential,102,2000000.0,USA,17000000.0,1981
Residential,98,1569918.0,Ireland,17000000.0,2003
Residential,120,106869.0,France,17000000.0,2014
Residential,160,273420.0,France,17000000.0,2006
Residential,83,4930798.0,USA,17000000.0,2012
Residential,102,59847242.0,USA,16500000.0,1991
Residential,122,220914.0,USA,16800000.0,2006
Residential,110,39825798.0,USA,16000000.0,2006
Residential,126,43848100.0,USA,15000000.0,1987
Residential,136,42700000.0,USA,16500000.0,1995
Residential,120,18663911.0,UK,16500000.0,2007
Residential,108,11702090.0,USA,16500000.0,2007
Residential,126,13005485.0,USA,15000000.0,2003
Residential,128,95860116.0,USA,16400000.0,1989
Residential,113,127175354.0,USA,16000000.0,1994
Residential,89,92823600.0,USA,16000000.0,1989
Residential,129,54000000.0,USA,16000000.0,1982
Residential,94,68525609.0,USA,15600000.0,2000
Residential,106,52885587.0,USA,16000000.0,1999
Industrial,100,44667095.0,France,15000000.0,2011
Residential,89,42638165.0,USA,16000000.0,2009
Residential,94,45507053.0,USA,16000000.0,2012
Residential,83,39511038.0,USA,16000000.0,2006
Residential,111,6462576.0,USA,18500000.0,2016
Residential,80,40363530.0,USA,16000000.0,2002
Residential,112,37623143.0,Spain,13500000.0,2006
Residential,94,33357476.0,USA,35000000.0,2001
Industrial,130,28734552.0,USA,16000000.0,2001
Residential,91,37300107.0,USA,16000000.0,2011
Residential,91,27087695.0,USA,17700000.0,2001
Residential,110,30102717.0,USA,15000000.0,1991
Residential,121,23618786.0,UK,8000000.0,2007
Residential,114,26896744.0,USA,16500000.0,2008
Residential,96,23213577.0,Spain,15500000.0,2008
Residential,100,55461307.0,USA,20000000.0,2016
Residential,94,20627372.0,USA,16000000.0,2000
Residential,109,16346122.0,USA,16000000.0,2002
Residential,107,16204793.0,USA,16000000.0,2009
Residential,96,15427192.0,USA,16000000.0,2000
Residential,88,14792779.0,USA,16000000.0,1987
Residential,110,13998282.0,USA,16000000.0,2014
Residential,113,19057024.0,USA,16000000.0,2010
Residential,101,14108518.0,USA,16000000.0,2003
Residential,105,13854000.0,USA,20000000.0,1988
Residential,125,77324422.0,USA,26000000.0,1993
Residential,100,15500000.0,Germany,16000000.0,1999
Residential,112,4734235.0,USA,15000000.0,2000
Residential,112,4839383.0,USA,16000000.0,2002
Residential,95,4193025.0,USA,15000000.0,1999
Residential,110,5900000.0,UK,16000000.0,1986
Residential,118,2849142.0,USA,16000000.0,2007
Residential,97,1686429.0,USA,16000000.0,1997
Residential,120,1984743.0,USA,16000000.0,2013
Residential,135,1666262.0,UK,16000000.0,2005
Residential,101,2319187.0,UK,20000000.0,2013
Residential,92,13922211.0,USA,16000000.0,2004
Residential,92,23091.0,UK,15000000.0,2008
Residential,161,336467.0,France,13000000.0,2009
Residential,92,2964.0,USA,16000000.0,2012
Residential,122,2428883.0,USA,16000000.0,2014
Residential,91,13571817.0,USA,15600000.0,2002
Residential,93,1181197.0,USA,15500000.0,2005
Residential,94,81525.0,France,15300000.0,2001
Residential,95,7774730.0,Canada,15500000.0,2006
Residential,105,234760500.0,USA,14000000.0,1984
Residential,103,285761243.0,USA,18000000.0,1990
Residential,102,167780960.0,USA,11000000.0,1987
Residential,116,177200000.0,USA,22000000.0,1982
Residential,110,176781728.0,USA,15000000.0,1986
Residential,120,128067808.0,Taiwan,15000000.0,2000
Residential,122,130058047.0,USA,15000000.0,1999
Residential,118,138795342.0,UK,15000000.0,2010
Residential,107,111936400.0,USA,15000000.0,1988
Residential,102,317040.0,USA,15500000.0,2008
Residential,154,94175854.0,USA,15000000.0,1985
Residential,114,91121452.0,UK,14000000.0,2014
Residential,109,69800000.0,USA,10000000.0,1980
Residential,94,64001297.0,USA,15000000.0,2010
Residential,100,71588220.0,Canada,20000000.0,2013
Residential,101,47000000.0,USA,300000.0,1978
Residential,98,61400000.0,USA,15000000.0,1983
Residential,102,101978840.0,USA,15000000.0,2013
Residential,94,56437947.0,UK,9800000.0,2006
Residential,92,73326666.0,USA,15000000.0,1988
Residential,113,55184721.0,USA,15000000.0,2007
Residential,115,50003300.0,USA,15000000.0,1994
Residential,95,54322273.0,UK,17000000.0,2012
Residential,87,47860214.0,USA,15000000.0,2006
Residential,88,47811275.0,USA,15000000.0,2002
Residential,97,43022524.0,USA,15000000.0,1997
Residential,94,42672630.0,USA,17000000.0,2003
Residential,112,42919096.0,USA,15000000.0,2013
Residential,98,42592530.0,USA,15000000.0,2015
Residential,104,40064955.0,USA,15000000.0,1998
Residential,120,44886089.0,USA,10000000.0,1997
Residential,99,37882551.0,USA,16000000.0,2001
Residential,109,40983001.0,USA,7000000.0,2012
Residential,105,20991497.0,USA,37000000.0,2015
Residential,106,35007180.0,USA,15000000.0,2000
Residential,123,35887263.0,UK,15000000.0,2014
Residential,86,34308901.0,USA,16000000.0,2003
Residential,120,33771174.0,USA,15000000.0,2000
Residential,227,6000000.0,UK,15000000.0,1962
Residential,119,33386128.0,USA,15000000.0,2009
Residential,115,37877959.0,USA,15000000.0,2014
Residential,114,32721635.0,USA,15000000.0,2009
Residential,90,31585300.0,USA,15000000.0,2005
Residential,94,30259652.0,USA,15000000.0,2002
Residential,106,163192114.0,USA,125000000.0,2010
Residential,98,30857814.0,USA,16000000.0,1987
Residential,126,30226144.0,USA,15000000.0,2007
Residential,100,35054909.0,USA,15000000.0,2011
Residential,89,29302097.0,Germany,15000000.0,2004
Residential,111,29106737.0,USA,15000000.0,1998
Residential,100,28637507.0,UK,15000000.0,2007
Residential,115,30127963.0,USA,15000000.0,2014
Residential,106,32645546.0,USA,14000000.0,2005
Residential,124,27441122.0,USA,15000000.0,2000
Residential,107,28014536.0,USA,15000000.0,1997
Residential,99,33860010.0,USA,15000000.0,2009
Residential,90,26421314.0,USA,15000000.0,2000
Residential,101,24881000.0,USA,15000000.0,1996
Residential,119,23089926.0,UK,15000000.0,2005
Residential,103,26161406.0,USA,15000000.0,2010
Residential,134,22954968.0,UK,11500000.0,1993
Residential,155,26384919.0,USA,15000000.0,1997
Residential,94,22189039.0,USA,15000000.0,1993
Residential,95,20998709.0,USA,15000000.0,2006
Residential,89,20801344.0,USA,15000000.0,2007
Residential,97,21468807.0,USA,14000000.0,2000
Residential,90,19158074.0,USA,15000000.0,2002
Residential,92,18843314.0,USA,20000000.0,2006
Residential,100,20566327.0,USA,15000000.0,2016
Residential,117,20218921.0,Official site,15000000.0,2010
Residential,84,17411331.0,Australia,15000000.0,1998
Residential,140,21383298.0,USA,15000000.0,2012
Residential,108,24984868.0,USA,15000000.0,2014
Residential,109,16459004.0,Canada,15000000.0,1999
Residential,131,15700000.0,USA,15000000.0,2008
Residential,114,15100000.0,USA,15000000.0,1984
Residential,97,14938570.0,USA,15000000.0,2012
Residential,122,17237244.0,UK,15000000.0,2014
Residential,87,14249005.0,USA,15000000.0,2001
Residential,85,12701880.0,USA,15000000.0,2008
Residential,101,12801190.0,USA,15000000.0,2000
Residential,121,12549485.0,USA,15000000.0,2006
Residential,107,13766014.0,USA,15000000.0,2011
Residential,111,13034417.0,USA,15000000.0,2009
Residential,97,12212417.0,USA,15000000.0,2003
Residential,97,11614236.0,USA,15000000.0,1999
Industrial,125,13337299.0,USA,20000000.0,2004
Residential,124,10763469.0,USA,15000000.0,1989
Residential,76,11144518.0,Canada,15000000.0,1998
Residential,107,15608545.0,USA,15000000.0,2012
Residential,91,10443316.0,USA,15000000.0,1998
Residential,96,10494147.0,USA,15000000.0,2000
Residential,142,9929000.0,UK,15000000.0,1985
Residential,103,10411980.0,USA,15000000.0,2004
Residential,117,17439163.0,USA,15000000.0,1998
Industrial,116,9396487.0,USA,15000000.0,2006
Residential,118,9059588.0,USA,15000000.0,2002
Residential,108,9172810.0,USA,16000000.0,2007
Residential,94,8735529.0,USA,15000000.0,2000
Residential,97,8586376.0,USA,20000000.0,2002
Residential,97,8378141.0,UK,15000000.0,2002
Residential,91,8080116.0,USA,15000000.0,2006
Residential,107,7757130.0,UK,15000000.0,2008
Residential,95,9123834.0,USA,15000000.0,2013
Residential,102,6409206.0,USA,15000000.0,2008
Residential,88,6373693.0,USA,15000000.0,2009
Residential,106,7556708.0,USA,15000000.0,2012
Residential,92,5306447.0,USA,15000000.0,2009
Industrial,105,5217498.0,USA,15000000.0,2000
Residential,107,5023275.0,France,15000000.0,2005
Residential,120,4956401.0,France,15000000.0,1999
Residential,103,4235837.0,USA,15000000.0,2005
Residential,92,4002955.0,USA,20000000.0,1999
Residential,147,7219578.0,France,15000000.0,2001
Residential,98,3247816.0,USA,22000000.0,2010
Residential,103,2412045.0,UK,15000000.0,2010
Residential,111,2203641.0,Spain,15000000.0,2008
Residential,98,1953732.0,USA,15000000.0,1986
Residential,111,1954202.0,USA,15000000.0,1999
Residential,111,1294640.0,USA,15000000.0,2007
